gene_symbol,AU040320
analysis_id,46240m60ll7b6dd
parameter_name,Vocalization
mouse_strain,C57BL
parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:2140475
pvalue,0.2198437
mouse_life_stage,Middle aged adult
