gene_symbol,Eprs1
parameter_id,GMC_906_001_005
parameter_name,Potassium
analysis_id,j9304k01y4fhp50
gene_accession_id,MGI:97838
mouse_strain,C53BL
pvalue,0.7312807
mouse_life_stage,Early adult
