parameter_name,Skull shape
parameter_id,IMPC_XRY_001_001
gene_symbol,Cntfr
gene_accession_id,MGI:99605
mouse_strain,C57BL
analysis_id,ydjm358spgsni0v
pvalue,0.1832155
mouse_life_stage,Early adult
