gene_symbol,Zyg11b
pvalue,0.8946352
analysis_id,74k7z70szq5pnia
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
mouse_strain,C57BL
parameter_name,Fat/Body weight
