parameter_name,Creatinine
mouse_strain,C57BL
gene_accession_id,MGI:107566
gene_symbol,Kifap3
mouse_life_stage,Early adult
pvalue,0.2819347
analysis_id,o39s7s251v8g665
parameter_id,IMPC_CBC_005_001
