mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Periphery distance travelled
pvalue,1.094759
gene_symbol,Zmynd8
parameter_id,ESLIM_007_001_006
gene_accession_id,MGI:1918025
analysis_id,p8y3477nnj0f9vr
