parameter_id,IMPC_CBC_011_001
analysis_id,hnl4i7in9sb7631
parameter_name,Iron
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9668611
gene_accession_id,MGI:1931749
gene_symbol,Pum1
