gene_accession_id,MGI:1306822
gene_symbol,Dnajb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_003_001
pvalue,0.07274497
parameter_name,Lean mass
analysis_id,m3jjptl498kun8i
