gene_symbol,Lpgat1
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
parameter_id,IMPC_FEA_106_001
pvalue,0.6159899
analysis_id,70ocqh74r1t3669
