parameter_name,Lean/Body weight
gene_accession_id,MGI:1924054
analysis_id,dw20chsnn64t8n9
parameter_id,IMPC_DXA_008_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Kdm4c
pvalue,0.5107923
