gene_symbol,Zyg11b
parameter_name,Hindlimbs - size
analysis_id,01x9k823cwgd124
pvalue,0.08741693
mouse_strain,C57BL
parameter_id,JAXLA_CSD_022_001
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
