parameter_id,MGP_CSD_067_001
pvalue,0.9299429
gene_symbol,Zmynd8
mouse_strain,129SV
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
analysis_id,ys129xq2jb1054b
parameter_name,Snout size
