mouse_life_stage,Early adult
analysis_id,yafludb4v8ysh26
mouse_strain,C57BL
gene_symbol,Snrpb2
pvalue,0.8655701
gene_accession_id,MGI:104805
parameter_name,Eyelid morphology
parameter_id,IMPC_EYE_004_001
