parameter_name,HDL-cholesterol
mouse_life_stage,Early adult
analysis_id,1rn3752zvo1rg1r
pvalue,0.08963431
parameter_id,HMGULA_CBC_016_001
gene_accession_id,MGI:1915062
gene_symbol,Ubxn4
mouse_strain,C58BL
