parameter_id,IMPC_CSD_069_001
parameter_name,Upper teeth appearance
pvalue,0.160479
gene_accession_id,MGI:2673000
gene_symbol,Trim46
mouse_life_stage,Early adult
analysis_id,1m210lk0x6r0qdv
mouse_strain,C57BL
