parameter_name,Center average speed
gene_accession_id,MGI:88174
mouse_strain,C57BL
analysis_id,8sy0hg1almha7v0
parameter_id,JAX_OFD_017_001
pvalue,0.7385176
mouse_life_stage,E15.5
gene_symbol,Bmi1
