parameter_id,IMPC_CSD_029_001
pvalue,0.9059934
gene_accession_id,MGI:88479
mouse_strain,C57BL
gene_symbol,Cpa3
parameter_name,Activity (body position)
analysis_id,so545q28w2a4235
mouse_life_stage,Early adult
