parameter_name,Body length
gene_accession_id,MGI:1922855
pvalue,1.044765e-05
parameter_id,IMPC_DXA_006_001
mouse_strain,C57BL
gene_symbol,Kdm5b
mouse_life_stage,Early adult
analysis_id,607559kf46i2z9a
