parameter_id,JAXLA_CSD_021_001
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.294212
parameter_name,Hindlimbs - shape
analysis_id,r64c0ic9g49fzy4
gene_symbol,Dnajc8
