mouse_life_stage,E12.5
pvalue,0.2506427
parameter_id,MGP_IMM_112_001
gene_accession_id,MGI:1915087
mouse_strain,C57BL
gene_symbol,Tiprl
parameter_name,Follicular B cells - % of CD45+
analysis_id,puy234kw881x217
