Parameter_id,MGP_CSD_066_001
Analysis_id,4cck581z869lrg4
gene_symbol,Sgip1
Mouse_life_stage,Early adult
mouse_strain,C57BL
Pvalue,0.776261
parameter_name,Snout morphology
gene_accession_id,MGI:1920344
