gene_accession_id,MGI:1917810
gene_symbol,Wars2
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_HEM_008_001
pvalue,0.5416771
parameter_name,Platelet count
analysis_id,k8dp8rvo0195882
