gene_symbol,Wars2
mouse_life_stage,E12.5
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,f57z2ft1mcjk324
parameter_id,IMPC_OFD_020_001
pvalue,0.6296952
gene_accession_id,MGI:1917810
