gene_symbol,Plcb1
mouse_strain,C57BL
parameter_id,MGP_PBI_027_001
parameter_name,NK cell number
mouse_life_stage,Late adult
analysis_id,il4unq02gqs1wgw
gene_accession_id,MGI:97613
pvalue,0.2101422
