mouse_strain,C57BL
gene_symbol,Slc39a10
parameter_id,MGP_IMM_094_001
analysis_id,f7681nr4w2mn3v4
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
pvalue,0.2567467
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
