parameter_id,M-G-P_013_001_001
mouse_strain,C57BL
gene_symbol,Bmi1
parameter_name,Eye
pvalue,0.779863
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,6051lhm77dg4v6r
