gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_strain,129SV
analysis_id,y8t09005aufig16
mouse_life_stage,Early adult
parameter_id,JAX_OFD_012_001
parameter_name,Periphery permanence time
pvalue,0.9652424
