gene_symbol,Fgb
parameter_name,Caudal processes
mouse_strain,C57BL
parameter_id,IMPC_XRY_067_001
pvalue,0.6704511
analysis_id,90v0076eu9n8ke2
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
