parameter_id,JAX_OFD_021_001
pvalue,0.05330657
analysis_id,xb75ci2b308m129
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
mouse_strain,C57BL
parameter_name,Number of rears - total
