parameter_id,MGP_MLN_013_001
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_life_stage,E12.5
gene_symbol,Mecom
gene_accession_id,MGI:95457
pvalue,0.5224611
mouse_strain,C57BL
analysis_id,2456427329t8vrt
