parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
gene_symbol,Rap2b
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
pvalue,0
analysis_id,zm5x09ek32207mg
gene_accession_id,MGI:1921262
