parameter_name,Embryo Size
pvalue,0.3778322
analysis_id,989dh68710t9hy5
gene_accession_id,MGI:3026886
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_019_001
gene_symbol,Cdin1
mouse_strain,C57BL
