gene_accession_id,MGI:2181659
parameter_id,M-G-P_006_001_026
parameter_name,Fusion of vertebrae
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tox
pvalue,0.625875
analysis_id,4317v6z66047n8s
