gene_symbol,Wars2
mouse_strain,C57BL
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_id,MGP_MLN_072_001
pvalue,0.4387515
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,0g66c6316l3vc24
