gene_symbol,Zmynd8
parameter_name,Vitreous
gene_accession_id,MGI:1918025
pvalue,0.3608083
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,UCDLA_EYE_083_001
analysis_id,56oi4v0l7s1czgw
