gene_symbol,Mecom
parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
analysis_id,83h36692br61f8r
parameter_name,Retina (combined)
mouse_life_stage,E15.5
pvalue,0.9355471
gene_accession_id,MGI:95457
