parameter_id,HRWLLA_OFD_020_001
analysis_id,n364394xwn906f4
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.5021166
parameter_name,Distance travelled - total
