gene_symbol,Tbl1xr1
analysis_id,5r0s1256w69iwp3
mouse_life_stage,Early adult
pvalue,0.5410907
gene_accession_id,MGI:2441730
parameter_id,IMPC_ACS_035_001
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
