gene_symbol,Eprs1
parameter_name,Fat/Body weight
pvalue,0.3996542
mouse_life_stage,Early adult
gene_accession_id,MGI:97838
analysis_id,z650y3h7pp39z87
parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
