parameter_id,IMPC_ECH_003_001
parameter_name,Stroke Volume
gene_symbol,Slc28a2
analysis_id,768d29m7m9zz824
pvalue,0.6607126
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
mouse_strain,C57BL
