gene_symbol,Mecom
pvalue,0.1723644
mouse_strain,C57BL
parameter_name,Distance travelled - total
analysis_id,5ml6y83389kq1s8
parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
