parameter_name,Periphery distance travelled
analysis_id,x010345n004k2g7
mouse_life_stage,Late adult
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_id,IMPC_OFD_010_001
mouse_strain,C57BL
pvalue,0.9709829
