gene_symbol,Bcs1l
parameter_name,Magnesium
gene_accession_id,MGI:1914071
parameter_id,M-G-P_025_001_030
mouse_life_stage,E9.5
pvalue,0.6618669
mouse_strain,C57BL
analysis_id,k00p8f5374m891k
