mouse_strain,C57BL
pvalue,0.4079716
gene_accession_id,MGI:2135738
analysis_id,45g7v724oe9r7k3
gene_symbol,Abo
mouse_life_stage,Early adult
parameter_name,Time immobile
parameter_id,JAX_TLS_001_001
