parameter_id,IMPC_DXA_004_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:1917604
analysis_id,5oe0r27oeoi7365
pvalue,1.153744e-05
gene_symbol,Secisbp2l
