gene_symbol,Sass6
analysis_id,5hpc9qr55a070u9
parameter_name,% Pre-pulse inhibition - PPI2
pvalue,0.3929526
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_id,IMPC_ACS_034_001
mouse_life_stage,E12.5
