gene_symbol,Hspa5
analysis_id,9792fbt469u056l
mouse_strain,C57BL
pvalue,0.5205833
parameter_id,IMPC_CBC_001_001
gene_accession_id,MGI:95835
parameter_name,Sodium
mouse_life_stage,Early adult
