parameter_id,M-G-P_016_001_006
mouse_strain,C57BL
gene_symbol,Atrn
pvalue,0.2069807
parameter_name,Mean-corpuscular-haemoglobin
gene_accession_id,MGI:1341628
analysis_id,htgnncj9d7pmd0v
mouse_life_stage,Early adult
