mouse_strain,129SV
parameter_id,IMPC_IMM_063_001
pvalue,0.9856373
analysis_id,851a784bh25e1ht
gene_accession_id,MGI:2684980
parameter_name,B Cells
mouse_life_stage,Early adult
gene_symbol,Mms22l
