gene_symbol,Lurap1
analysis_id,3ctn41380z855km
parameter_name,Latency to first transition into dark
parameter_id,IMPC_LDT_006_001
gene_accession_id,MGI:1915325
pvalue,0.6027137
mouse_strain,C57BL
mouse_life_stage,Early adult
