parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:1914583
pvalue,7.736406e-06
gene_symbol,Stk35
parameter_name,Eye
mouse_life_stage,Early adult
mouse_strain,C56BL
analysis_id,4f8p8ov7641652f
