mouse_life_stage,Middle aged adult
parameter_name,Center distance travelled
pvalue,0.3527081
analysis_id,6p4er2axm7q6rr4
gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,JAX_OFD_014_001
gene_accession_id,MGI:1917604
