mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Potassium
gene_symbol,Mapkap1
parameter_id,GMC_906_001_005
analysis_id,f5i2i0nn3sg6867
pvalue,0.4210704
gene_accession_id,MGI:2444554
