mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,ogg81tflm9fre23
parameter_name,Effector CD8+ T cells - % of CD45+
pvalue,0.3382709
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
parameter_id,MGP_IMM_081_001
