gene_symbol,Hpca
parameter_id,IMPC_GEL_028_001
analysis_id,pdf91o09787l58a
parameter_name,Forebrain
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.937308
mouse_life_stage,Late adult
