gene_symbol,Extl1
gene_accession_id,MGI:1888742
parameter_id,IMPC_OFD_013_001
mouse_life_stage,Early adult
pvalue,0.1356837
mouse_strain,C57BL
analysis_id,17sa14162976q88
parameter_name,Periphery average speed
