parameter_id,IMPC_ABR_008_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
pvalue,0.3239646
analysis_id,y78gx82nlkw0gu1
parameter_name,18kHz-evoked ABR Threshold
