gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
parameter_name,Mean cell volume
pvalue,0.877617
analysis_id,7g34300o2j1g1qm
parameter_id,ESLIM_016_001_005
