mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_id,IMPC_CSD_051_002
analysis_id,x851133l917c1s2
pvalue,0.7115554
parameter_name,Hindlimb nail - number
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
