mouse_strain,129SV
gene_symbol,Arpc2
analysis_id,xjiemv0x1s1o1yr
pvalue,0.4459247
gene_accession_id,MGI:1923959
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_MLN_074_001
mouse_life_stage,Early adult
