gene_symbol,Tiprl
analysis_id,95s9cr2406h0d23
parameter_name,RR
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
parameter_id,IMPC_ECG_004_001
mouse_strain,C57BL
pvalue,0.4054855
