gene_symbol,Nucks1
mouse_strain,C57BL
pvalue,0.8601709
parameter_id,MGP_PBI_019_001
analysis_id,r900n86b85gt9s0
parameter_name,Neutrophil percentage
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
