parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_name,Time mobile dark side
gene_symbol,Mecom
pvalue,0.386895
mouse_life_stage,E12.5
analysis_id,v4dfqbt7p4izzq2
