gene_symbol,AHCY
analysis_id,095i963nf01a3jr
pvalue,0.5820519
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:87968
parameter_name,18kHz-evoked ABR Threshold
